Абонент	Телефон	Номер_дома	Счет
НАЧ.УПР.ДОК.ПРОВ.ЮР/Л_К.204	61371484	17	32,48
ЛАБОРАТОРИЯ_БИОРЕСУРСОВ	83882286	30	26,26
АВТОВОКЗАЛ_(СТОЛОВАЯ)	33340327	6	84,88
ПРОХОДНАЯ_СКЛАД	54529865	39	20,96
ОБЩ	69332393	45	63,86
"ЧП_""МЕДЖИК_БУРГЕР"""	43539260	21	68,68
СЕВАСТОПОЛЬСКОЕ_ОБЬЕДИНЕНИЕ_ПО_ПРОФИЛАКТИЧЕСКОЙ_ДЕЗИНФЕКЦИИ	25959108	24	22,18
КОМИТЕТ_ПО_ТОРГОВЛЕ_СФЕРЕ_УСЛУГ_И_ТУРИЗМУ_ГОРСОВЕТА	42115909	5	91,99
В/Ч_31245	82703660	56	78
ТЕХНИК_2	27187194	11	37,18
СЕВЕРНЫЙ_УЧАСТОК_РЭС	6029349	34	10,42
ПРОИЗВОДСТВ-ТЕХНИЧЕСКИЙ_ОТД	44761242	2	87,15
В/Ч_А-3009	49966362	80	55,84
АДМИНИСТРАЦИЯ_РЫНКА_5-ГО_КМ	66135008	15	88,37
ЗАМ._НАЧ._ЛИНЕЙНОГО_ЦЕХА_К.20	81836365	1	59,46
АХО_ДЕЛОПРОИЗВОДИТЕЛЬ	54132423	15	18,73
333000_КРЫМСКАЯ_ОПЫТНО-МЕТОДИЧЕСКАЯ_СЕЙСМОЛОГИЧЕСКАЯ_ПАРТИЯ	49668861	12	54,84
ЗАМ_ПО_СОЦ_СФЕРЕ_ПРИЕМНАЯ	19691051	56	41,96
"ЧП_ПРОИЗВОДСТВЕННО-ТРАНСПОРТНОЕ_ПРЕДПРИЯ_ТИЕ_""СТАТУС"""	10264019	29	28,86
"ПОМЕЩЕНИЕ_СП_""ТУРСТРОЙ"""	65429586	62	27,3
"КОРПОРАЦИЯ_""МОРИОН"""	83183185	9	5,14
НАЧАЛЬНИК_СУРГ	2795337	96	75,43
СЛУЖБА_ОХРАНЫ_ТРУДА	95921795	81	76,57
ОТДЕЛ_СУБСИДИЙ_НАХИМОВСКОЙ_РАЙОННОЙ_ГОСУД_АДМИНИСТРАЦИИ	14813046	7	37,41
"ЧП_""СЕВЕР"""	18768349	89	5,93
ДЕЖУРНАЯ_ЧАСТЬ	46623081	28	9,05
"ООО_""ХЕРСОНЕССКИЙ_МАЯК"""	69553795	147	58,43
ИНСТРУМЕНТ_ЦЕХ	74627027	54	91,28
СТ_ПАСПОРТИСТ	45106005	22	47,01
ДЕЖУРНЫЙ_МУЖСКОГО_ОТДЕЛА	18108938	28	22,03
НАЧАЛЬНИК_ГОГОЛЯ_5	15910480	32	30,58
ШКОЛА_8	21354188	150	93,83
К.370	97486450	72	66,35
"ООО_ФИРМА_""САХ-ГОЛ"""	46418363	122	81,84
СГПЭС_ОТДЕЛ_КАДРОВ	60490291	28	65,55
КАССЫ	80207453	16	12,95
СИСТЕМЫ_ПЕРЕДАЧ_АТС-54	96646735	101	74,92
ДЕТСКИЙ_САД-ЯСЛИ_72	66403277	7	61,79
ОТДЕЛ_МАРКЕТИНГА	52935633	52	88,07
ЗАМ.ДИРЕКТОРА_ПО_КОММЕРЧ.ВОПР.	7981364	7	97,3
"ДП_ПФК_""МЕТИЗ""_ОАО_""СЕВАСТОПОЛЬСКИЙ_МАЯК"""	16196569	28	85,27
"ЗАО_""АДВОКАТ"""	37931744	32	84,97
ОТД_СНАБЖЕНИЯ_СБЫТА	97983759	151	70,15
"МАГАЗИН_295_ЗАО_""МЕРКУРИЙ""_(МАГ_ПРОД)"	26058470	7	58,8
ЗАО_ШВЕЙНАЯ_Ф-КА_ИМ._Н.ОНИЛОВОЙ	9324105	4	60,06
ЛАБОРАТОРИЯ_ПРОТИВОТУБЕРКУЛЕЗНОГО_ДИСПАНСЕРА	86897139	70	97,58
М.Ч.П._ФИРМА_ТЕХКОМ	85529165	15	38,97
МАРКЕТИНГА_ОТД	82852100	8	99,14
"ОАО_""УТЕС"""	16009869	3	23,78
"ООО_""ПЛАТЕЯ"""	71763784	7	93,65
"СЕВ.ФИЛИАЛ_ПОТРЕБ._ОБЩ-ВА_""МЕРКУРИЙ"""	29632078	2	99,89
ЗАВЕДУЮЩИЙ_СЕКРЕТАРЬ	91451529	8	1,53
ОД_СНФ	38070737	33	33,64
"МАГАЗИН_""СТИМУЛ""_2_ЗАО_""СЕВАСТОПОЛЬВТОРРЕСУРСЫ"""	57512699	38	54,36
КАД_ДОФ_БУНКЕРА	55390000	39	43,26
ЗАВЕДУЮЩАЯ_МЕД_КАБИНЕТ	63365321	4	92,82
ТЕХНОЛОГИЧЕСКИЙ_ОТД	24340727	7	78,4
ФУНКЦИОНАЛЬНОЙ_ДИАГНОСТИКИ_НАЧ	72236538	32	47,73
Ж/Д_ВОКЗАЛ_(ЗАЛ_ОЖИДАНИЯ)	8824818	41	79,24
(ВНУТРЕННЯЯ_СВЯЗЬ_95)	57637424	13	57,07
СЕВАСТОПОЛЬСКИЙ_ФИЛИАЛ_КИЕВСКОГО_ИНДУСТРИАЛЬНО-ПЕДАГОГИЧ_КОЛЛЕДЖА	69338959	7	84,29
МЕЖДУГОРОДНЯЯ_СВЯЗЬ	36229931	147	79,85
КАПИТАНСКАЯ,4	840909	36	61,22
ДЕЖУРНЫЙ_ГАРАЖА	13712634	10	98,5
ОТД_ЗАГОТОВОК	4148910	25	86,94
ОБЩИЙ_ПРИЧАЛ_83А	94240797	16	11,7
САНИТАРНО-КАРАНТИННЫЙ_ОТД	44669627	35	34,87
СЕКРЕТАРИАТ_КОМАНДУЮЩЕГО	9763375	52	74,44
СТОЛОВАЯ_БУХГАЛТЕРИЯ	47440718	23	3,92
"ЧП_""САРДЕР"""	97115735	1	57,59
"СТРОЙПЛОЩАДКА_АП_""РЕМОНТНО-СТРОИТЕЛЬНЫЙ_ТРЕСТ"""	87107588	107	80,67
КОМПРЕССОРНЫЙ_ЦЕХ_НАЧ	86568713	38	31,99
ОТД.ДОКУМ.ПРОВ.ФИЗ.ЛИЦ_К.99	14707464	4	41,83
ОПОРНЫЙ_ПУНКТ_МИЛИЦИИ_22	37054211	28	70,43
ДЕЖУРНЫЙ_ДИСПЕТЧЕР	87360826	1	32,33
"МАГАЗИН_ООО_""АЛЕН"""	59578210	91	52,68
РАСЧЕТ_С_НАСЕЛ_АТС-75,52,72,7	12539138	9	8,22
КАБИНА_4	47907382	38	44,27
"ПАРИКМАХЕРСКАЯ_9_""ЧАРОДЕЙКА""_ЗАО_ПК_""ЧАЙКА"""	45594298	7	68,14
СГПЭС_ОТДЕЛ_ДОКУМЕНТАЛЬНОГО_ОБЕСПЕЧЕНИЯ	16059826	196	22,68
"СЕВАСТОПОЛЬСКИЙ_ФИЛИАЛ_ПРЕДПРИЯТИЯ_""КРЫМСКО-ТАТАРСКИЙ_КОЛЛЕДЖ"""	11306054	45	17
К.103	90821677	89	76,32
ЛАБОРАТОРИЯ_МЕТРОЛОГИИ	10838579	36	18,68
"ПРОКУРАТУРА_СЕВАСТОПОЛЬСКАЯ_ТРАНСПОРТНАЯ_ОАО_""СЕВАСТОПОЛ_РЫБОКОНС_З-Д"""	86719378	50	4,76
АХО_НАЧ	4722284	1	97,75
ПТУ-13	93505970	52	69,58
"ЧП_""ЛЕСНАЯ_ПОЛЯНКА"""	42747181	62	24,62
129_ОЭС_(КАБИНА)ЗАКАЗНАЯ	79058648	2	28,85
АНГАР_1	2185249	9	25,02
АБОНЕНТСКИЙ_УЧАСТОК_ЦТЭ_И_РАДИОФИКАЦИИ	3206233	3	55,94
МАТРОССКИЙ_КЛУБ	21209295	10	9,41
СТ.МЕДСЕСТРА	53084542	38	44,68
ОБЪЯВЛЕНИЙ_ОТД	56268797	48	75,8
УПР._И_КОНТРОЛЬ_ТП-10	65675790	37	39,72
ИСКРА	53782637	37	87,99
КОМ.51_ПРОГРАММИСТЫ	74465591	188	97,2
ДЕГТЯРЕВА	83178943	42	43,18
ДЕТСКИЙ_ДОМ_2	61467994	19	54,39
УКРСОЦБАНК	51925148	7	22,21
"ГАРАЖНО-СТРОИТЕЛЬНЫЙ_КООПЕРАТИВ_""ЖЕЛЕЗНОДОРОЖНИК"""	19700296	34	53,05
"ЗАКРЫТОЕ_АО_""ОЛЬВИЯ"""	95173683	71	82,37
"ГКП_""АРРИКОН"""	40473340	99	66,49
ЗАМ_НАЧАЛЬНИКА_ПО_ПРОИЗВОДСТ	73165453	72	34,14
ОТДЕЛ_РЕСТАВРАЦИИ	64602181	10	63,74
В/Ч_20205	99100068	379	15,82
К.115	34793021	41	42,46
"ЦУМ_ОТДЕЛ_""РАДИОАППАРАТУРА"""	72549708	33	40,5
"ЗАО_АТП_""СЕВЕРНАЯ"""	22290684	26	58,64
"САДОВОДЧЕСКОЕ_ТОВАРИЩЕСТВО_""САПУН-ГОРА"""	92841601	47	19,93
Г.К.П._СТРОЙТЕХНИКА	30680132	13	98,81
А-4338	1901840	394	90,45
"ТАКСОФОН_ОАО_ГОСТИНИЦА_""УКРАИНА""_ЦТЭ_МТС"	97806737	51	96,95
"ПУНКТ_ПРОКАТА_2_АП_НЕПРОМЫШЛЕННЫХ_ВИДОВ_БЫТОВЫХ_УСЛУГ_""БЫТЭКСПРЕСС"""	6930919	83	65,23
МОРЗАВОД	91010383	63	82,23
ИНЖЕНЕР_ПО_НОРМ.ТР._КАБ_334	99978811	9	82,61
"О.О.О._""ЦУНАМИ"""	86470957	14	95,65
В/Ч_А0776	29545219	6	1,51
НАЧ.ТЕХОТДЕЛА	70375862	22	94,56
ФИНАНСОВО-ЭКОНОМ._ОТДЕЛ	64388004	44	81,23
СЕВ.ГОР.ОРГАНИЗАЦИЯ_КПК_КРЫМА	79645967	2	12,4
ШКОЛА_34	98736620	115	91,25
2-ОЙ_ОТД_ОБЩИЙ	55566701	53	98,3
ПОЛИКЛИНИКА_СП	25542050	31	74,14
ДЕПАРТ_ПРИБОРОСТРОЕНИЯ_ЗАМ	5006084	116	78,21
ПРОФИЛАКТОРИЙ_СЕВАСТОП_ГОСУД_ТЕХНИЧ_УНИВЕРСИТЕТА	66361789	4	98,53
ШКОЛА-ИНТЕРНАТ_7_(УКРАИНСКАЯ)	92896466	48	53,18
РМУ_НАЧ	46785195	19	19,32
РАССЧЕТНЫЙ_ОТД	25724071	3	13,84
КВ-РА_КОМАНДИРА_ТРИФОНОВА_В.	94490595	16	25,55
НАЧ_ОТД_ЗЕМЛЕУСТРОЙСТВА	96508316	59	13,84
"РАДИОТАКСИ_СЛУЖБА_""060""_ПРЕДПРИНИМАТЕЛЯ_ЛАЗАРЕВ_А.Н."	35680943	58	34,72
"ООО_""КРЕЧЕТ"""	37031715	48	99,94
СПЕЦПРИЕМНИК-РАСПРЕДЕЛИТЕЛЬ	749633	40	10,3
НАЧ._Ц/Г	63732919	16	70,85
РАСЧЕТ_С_НАСЕЛ.АТС-45,46,57	13002998	48	31,26
НАЧ_ОТДЕЛА_ПРОФОБУЧЕНИЯ	49057460	112	24,4
ДОФ_ВЕСОВАЯ	84497696	14	45,99
"А.П._МАГАЗИН_""ОРФЕЙ"""	65570930	161	15,78
НАХИМОВА_15_ГЛ_БУХГАЛТЕР	7811316	9	36,9
СГПЭС_ОТДЕЛ_ТЕХНИЧЕСКОЙ_ПОЛИТИКИ	31200096	140	70,69
ДОСМОТРОВЫЙ_ЗАЛ_МОРВОКЗАЛА	33340705	18	33,95
СЛУЖЕБНЫЙ_ШОСТАКА_Д.1	6634064	33	53,45
ГОРОДСКОЙ_СУД	80709401	34	2
"МЧП""МАСКА"""	60577479	8	94,04
КАССА_ОТД_СБОРА_ВЫРУЧКИ	36277823	1	17,18
АТСКЭ_598_СТ_ЭЛМЕХ_ОСТРЯК_13	16651353	119	5,84
2-Я_НОТАРИАЛЬНАЯ_КОНТОРА	52513527	98	58,82
АДМИНИСТРАТОР_ДЕЖУРНЫЙ_1_ЭТАЖ	81651351	81	10,43
СНАБЖЕНИЯ_ОТД	35572846	26	70
ВИА	4075995	26	32,64
ТП_4	99385956	44	44,08
"КАЗИНО_999_В_ГОСТИНИЦЕ_""УКРАИНА"""	92620602	28	22,46
РЭП-14	34580239	56	31,83
"ЗАО_РЕМОНТНО-СТРОИТЕЛЬНОЕ_ПРЕДПРИЯТИЕ_""БЫТ"""	98330207	42	43,69
ДИРЕКТОР_ПО_МАРКЕТИНГУ	99952851	1	97,09
ДЕЖ_ЛАБОРАТОРНОГО_КОРПУСА	35467391	300	2,54
БУХГАЛТЕРИЯ_ОБЩИЙ	30228038	43	95,77
ФИЛИАЛ_12_ЦЕНТРАЛИЗОВАННОЙ_БИБЛИОТЕЧНОЙ_СИСТЕМЫ_ДЛЯ_ДЕТЕЙ_Г.СЕВАСТОПОЛ	46518346	28	54,65
СЛЕДСТВЕННЫЙ_ОТД	85319349	71	92,86
"СДП_АО_""РЕКЛАМА"""	5293538	6	-0,1
"ЧМП_""РИНВО"""	36735856	19	28,64
КАБИНА_3	78179192	59	66,51
ПСК_576	53746673	109	67,16
КАССА_БИЛЕТНАЯ	13823000	2	14,55
"МЧП_""ПРОГРЕСС"""	24828111	10	33,22
УЧАСТОК_БАШЕННЫХ_КРАНОВ	68732075	46	63,74
ЗАМ_НАЧАЛЬНИКА_ВОЛОТОВСКАЯ	77859273	30	41,53
ФОНД_УКРАИНЫ_СОЦИАЛЬНОЙ_ЗАЩИТЫ_ИНВАЛИДОВ	17878643	21	24,24
ЗАВ._ЮР._ОТД._К.37	19726303	180	1,57
ЛАБ_МАТЕМАТ_МОДЕЛИРОВАНИЯ	30638208	26	46,7
КРЭЗ,_НА_ТЕРРИТОРИИ	675295	9	87,59
"ПУНКТ_ПРОКАТА_16_АП_НЕПРОМЫШЛЕННЫХ_ВИДОВ_БЫТОВЫХ_УСЛУГ_""БЫТЭКСПРЕСС"""	49249553	199	95,56
КАБ_ФУНКЦИОНАЛЬНОЙ_ДИАГНОСТИКИ	26518667	22	57,94
"СЕВАСТОПОЛЬСКИЙ_ФИЛИАЛ_АКЦИОНЕРНОГО_ПОЧТОВО-ПЕНСИОННОГО_БАНКА_""АВАЛЬ"""	55239332	43	97,65
ГЛАВНЫЙ_ИНЖЕНЕР_МЕХАНИК	76336517	26	15,58
ШТАБ_ГРАЖДАНСКОЙ_ОБОРОНЫ	30708918	63	26,16
ПРОМЫШЛЕННЫЙ_ЦЕХ	80614722	14	71,55
"БИБЛИОТЕКА_СОВХОЗ-ЗАВОДА_""КАЧИНСКИЙ"""	71418761	3	23,42
"ООО_""ДЖИН_ЛТД"""	89788920	112	13,6
ПОЖАРНАЯ_ОХРАНА	50774261	24	32,24
ПРИЧАЛ_71	70107933	94	80,42
СЕВ._ГОР._АДМИНИСТРАЦИЯ_(ГОРСОБЕС)	72831435	16	5,87
ОТДЕЛ_СТРАХОВАНИЯ	67487621	170	71,2
КОМ_315	72460736	1	25,33
ДОГОВОРНО-СБЫТОВЫЙ_ОТДЕЛ	1174236	9	99,02
КАБИНЕТ_МАТЕМАТИКИ	32213454	48	74,32
ЭКОНОМ_ПО_РЕАЛИЗАЦИИ_ТОВАРОВЕД	90853846	89	72,62
К.203_ФАК._РАДИАЦИОН.БЕЗОП.	63122611	19	72,86
"РСУ_ОАО_""ЮГРЕФТРАНСФЛОТ"""	53619963	107	50,42
СЛУЖБА_УЧАСТКОВЫХ_ИНСПЕКТОРОВ	12380512	305	89,93
НАХИМОВА_15_1-Й_ОТДЕЛ	95438927	96	89,38
В/Ч_90460	37577790	5	62,64
"ОАО_СЕВАСТОПОЛЬСКОЕ_ПРЕДПРИЯТИЕ_""ЭРА"""	48498176	414	85,16
ДИРЕКТОР,БУХГАЛТЕР	83491722	53	11,44
МЕД_КАБИНЕТ	29223830	36	51,55
"ДОМ_ФИЗКУЛЬТУРЫ_""ЧАЙКА"""	15877415	260	38,18
ОТДЕЛЕНИЕ_СВЯЗИ_49	6377865	8	25,42
"ОПОРНЫЙ_ПУНКТ_МИЛИЦИИ_ГП_""ИНКЕРМАНСКОГО_ЗАВОДА_МАРОЧНЫХ_ВИН"""	82594407	6	45,32
АППАРАТНАЯ_ТЕЛЕГРАФА	64685465	69	28,05
К.232	79074017	141	77,94
УРОЛОГИЧ_ОТД_ПОСТ_4_СТ_СЕСТРА	64790340	10	76,86
КОМН.11_ТЕХ_НАДЗОР	9927834	3	86,04
СКОРАЯ_ПОМОЩЬ_ИНКЕРМАН_СТАНЦИЯ_6	78655457	13	71,45
СГПЭС_КАБИНЫ_ЦПП_И_106_О/С	26800747	30	20,94
АППАРАТНЫЙ_ЗАЛ_ДЕЖУРНЫЙ	41377413	30	62,22
ПЛОЩАДЬ,_У_РЕСТОРАНА	4957936	63	79,31
"ЧП_""АГИС"""	75049247	77	27,73
ОТДЕЛЕНИЕ_СВЯЗИ_10_(ШТУРМОВОЕ)	98732116	36	27,57
"ООО_""НАИРА"""	94062358	38	23,87
СНАБЖЕНИЯ_ОТДЕЛ	98894129	5	97,12
"ООО_""ОПТИМА-СЕРВИС-СВЯЗЬ"""	97756738	59	10,84
ТЕХ_РАЙОН_6_КАБЕЛЬЩИКИ	16063560	57	6,9
В/Ч_95228	27940947	82	42,38
"ОАО_""КРЫМ-АЛЕКО-СЕРВИС""_(МОСКВИЧ)"	46291334	153	17,53
ОТДЕЛЕНИЕ_СБЕРБАНКА_007_БАЛАКЛАВСКОГО_РАЙОНА	44038212	18	83,56
ХИРУРГИЧ_ОТД_СТ_СЕСТРА	1198519	170	80,11
БУХГАЛТЕРИЯ_Б._МОРСКАЯ_38-2	74670016	44	72,71
"ЧП_""ЗОЛОТУХИН"""	37916378	2	71,35
"ЧП_""ДАКО-ТРЭЙД"""	33839955	15	22,77
"ЗАО_""ТЕДОС"""	67762326	11	28,11
ЗАМ._НАЧ._ШТАБА_ТЫЛА	68904240	14	97
КИСЛОРОДНАЯ_ПЛОЩАДКА	24201057	11	80,58
УПРАВЛЕНИЕ_ОБРАЗОВАНИЯ_ЛЕНИНСКОЙ_АДМИНИСТРАЦИИ	72593241	30	40,83
ДЕТСКИЙ_САД_28	2202690	46	25,53
РСУ_351	72001648	80	75,8
"Ч.М.П._""АЛЬДО"""	96999310	12	96,68
АРТБУХТА_(АВТОСТОЯНКА)	35567387	23	55,09
"ФИРМА_""ТУР_ТРЕВЕЛ"""	8693629	8	46,52
ПИЩЕБЛОК	98840367	14	81,41
"ООО_""ЛАЗУРЬ"""	89267234	12	59,22
КОМН.57_ОБЩИЙ	14972790	21	24,38
КОМ._ДИРЕКТОР	5472735	8	55,44
СМУ	93505538	1	10,92
ВОЕННО-ВРАЧЕБНАЯ_КОМИССИЯ_ЧФ	32662618	129	68,62
АТС_В/Ч_51252	35269114	42	6,19
ЗАМ_ДИР_ПО_КОММЕРЦ	78241276	574	5,11
ПРЕЗИДЕНТ_АССОЦИАЦИИ	85277062	30	71,42
ЛОР_ОТД_ОРДИНАТОРСКАЯ	48287792	18	61,03
ПО_ДЕЛАМ_НЕСОВЕРШЕННОЛЕТ_СЛУЖБ	99351383	39	88,9
ОТД_ГОС_СЛУЖБЫ_БОРЬБЫ_С	4976042	4	48,69
БУХГАЛТЕРИЯ_ЦБТ	37689492	5	3,03
ОУС-2_ИНЖЕНЕР	91125731	269	85,28
ИНЖЕНЕНРНАЯ_СЛУЖБА	71048474	64	69,76
ФИЛИАЛ_УПРАВЛЕНИЯ_СОЦИАЛЬНОЙ_ЗАЩИТЫ_НАХИМОВСКОЙ_РАЙГОСАДМ	56888382	23	25,8
КАБ._110	16098677	5	10,18
ОТДЕЛ_ПЛАНИРОВАНИЯ_ДОХОДОВ	33348698	45	57,83
ЗАМ._НАЧАЛЬНИКА_КАБ.10/2	20094478	19	18,97
БЮРО_ПРОПУСКОВ	15204718	3	35,87
СГПЭС_МТТС	31891602	8	49,16
ГКП_КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ_БЮРО_УБО	42333255	149	93,93
СВЯЗЬ	33838703	5	76,29
АНСАМБЛЬ_КЧФ	64559979	26	7,35
"ООО_ПКФ_""ВЕСТ-ЮНИКС"""	41192908	54	36,72
"ООО_""ГЕВЕЯ-ЛТД""_ЧАСТНАЯ_АВТОЗАПРАВОЧНАЯ_СТАНЦИЯ_(7-ОЙ_КМ)"	19544224	34	39,4
ДЕПАР_ЭЛЕКТРОЭНЕРГЕТИКИ_ДИРЕК	41633692	2	74,38
АТС_СВЯЗИСТЫ	64056835	60	46,99
ОФИС_СЕВ._ОТДЕЛЕНИЯ_АГЕНТСТВА_ПО_ВОПРОСАМ_БАНКРОТСТВА	74811064	21	43,98
К.369	71597241	67	22
"ТОРГОВО-СКЛАДСКАЯ_БАЗА_ООО_""СЭНДМАРКЕТ"""	14285085	34	76,91
ГАРАЖ_РАДИОМАСТЕРСКИЕ	16765504	13	62,13
"ОФИС_ООО_""ПИНТА_ЛТД"""	19359661	54	64,54
ФИН.СЛУЖБА_БАТАЛЬОНА	71232512	3	85,69
В/Ч_48589	69359419	1	49,2
ГОРОДСКАЯ_СТАНЦИЯ_СКОРОЙ_МЕДИЦИНСКОЙ_ПОМОЩИ	64481486	1	53,03
"ООО_ПАРИКМАХЕРСКАЯ_""КАРАВЕЛЛА"""	70367194	10	38,58
ЮРИСТКОНСУЛЬТ	63619407	58	25,02
ОЭС-129_КАБИНА_11	28153070	7	86,99
ПОДСТАНЦИЯ_21	39315295	6	49,38
ОТДЕЛЕНИЕ_СВЯЗИ_54	16679891	40	27,36
ЗАО_ЭММ	4411216	48	39,79
"КООПЕРАТИВ_""ФАУНА"""	4140133	3	3,32
ОМТО	39050396	63	95,42
ОТДЕЛЕНИЕ_СБЕРБАНКА_069_ЛЕНИНСКОГО_РАЙОНА	24933991	36	80,88
"ЗАО_КОМПЛЕКС_ОБЩЕСТВЕННОГО_ПИТАНИЯ_""ВОЛНА""_(РЕСТОРАН)"	685654	107	10,63
ТРАНСПОРТНЫЙ_ЦЕХ_НАЧАЛЬНИК	26826321	137	96,08
МАШИННО-РЕМОНТН_МАСТЕРСК_ЭКОНО	85068700	18	53,27
КОМНАТА_ДЕПУТАТОВ	34615220	9	27,97
АРЕНДАТОРЫ	66842355	28	97,93
ОГСО_СВЯЗЬ	45921381	2	96,6
НАЧ_ЭНЕРГОСЛУЖБЫ	9395086	42	5,37
"А.П._""ТОЛИ"""	26580722	44	60,99
НАЧ._СЛУЖБЫ_МОРЕПЛАВАНИЯ	18619621	38	84,37
УПРАВЛЕНИЕ_ЮСТИЦИИ	32490044	17	50,64
КАБ.20	8764417	23	14,34
ВОЕНКОМ	77990122	54	4,04
ОБЩИЙ_ОТДЕЛ_СПЕЦИАЛ_КАНЦЕЛЯРИЯ	83089324	77	44,32
УПРАВЛ_ГЛАВНОГО_БУХГАЛТЕРА	21268183	11	74,35
УЧАСТОК_ЭКСПЛУАТАЦИИ	98529345	21	33,99
РАДИОГОРКА	32190477	43	64,31
ЗАМ_ДИРЕКТОРА_ПО_УЧЕБНОЙ_РАБОТ	72768779	8	65
"ГИДРОУЗЕЛ_2А_ГКП_""СЕВГОРВОДОКАНАЛ"""	23910774	172	60,43
"КОТЕЛЬНАЯ_8-Й_БОЛЬНИЦЫ_ГКП_""СЕВТЕПЛОЭНЕРГО"""	83674566	7	50,69
УПРАВЛЕНИЕ	36746593	28	62,47
ТЕХ_ГРУППА	62407727	2	10,53
СПТБ_ПЛАМЯ	38163828	187	83,69
ЦЕХ_1_ИНКЕРМАН	39966485	17	51,68
"А.П._""БЫТРАДИОТЕХНИКА"""	5869827	26	17,98
"ПАНСИОНАТ_""РИТМ"""	34322823	32	71,64
СЕВАСТ._ГОРОД._УПРАВЛЕНИЕ_СТАТИСТИКИ	80764668	117	72,77
"ЧКП_""СВИТ"""	73435695	29	51,67
ПРИЕМНЫЙ_ПОКОЙ_ДЕЖ_МЕДСЕСТРА	8789793	108	19,81
ВНУТРЕНЯЯ_СВЯЗЬ_67	14006417	60	26,32
РАДИО-КОНТР._ПУНКТ_ИНСПЕКЦИИ_ГОС.ЭЛ.СВЯЗИ_ПО_АВТ.РЕСП.КРЫМ_И_Г.СЕВ-ЛЯ	5765664	40	81,99
ОБЩЕЖИТИЕ_54-ГО_МЕХАНИЧЕСКОГО_З-ДА	8241067	73	10,96
"АО_""КРЫМСТРОЙ"""	33857953	30	85,18
НАЧ.УПРАВЛ.НАЛОГООБЛОЖ.К.209	80515277	20	27,11
"МАГАЗИН_""33_СЕКУНДЫ""_ООО_""СТИЛЬ-СЕРВИС""_(ШЕВЧЕНКОВСКИЙ_РЫНОК)"	19473250	124	24,3
ГЕНЕРАТОРН	35700459	4	2,57
"ПРОИЗВОД._УЧАСТОК_КРЫМСКОГО_ПРОИЗВОДСТ.-КОММЕРЧ._ПРЕДПРИЯТИЯ_""СЕРВИСП"	93159555	14	0,69
"ДО_""ИНДСТРОЙ-ТРАСТ"""	82580854	26	30,36
КАБ.55	82610951	9	5,93
"МАГАЗИН_""РИББОК""_ООО_""ИНТЕРМАРКЕТ"""	14946845	44	17,17
ЗАМ_НАЧ_ПОРТА_ПО_СТРОИТ	25758080	45	30,01
ЗАМ_ДИРЕКТОРА_ПО_КОММЕРЦИИ	47217701	2	76
ОПОРНЫЙ_ПУНКТ_МИЛИЦИИ_23	7258803	525	66,52
ПРОИЗВОДСТВЕННЫЙ_ОТД	38769041	15	15,56
ШКОЛА_21_ОТДЕЛ_ОБРАЗОВАНИЯ_НАХИМОВСКОЙ_РАЙГОСАДМИНИСТРАЦИИ	14889910	8	17,99
ШКОЛА_33	96861606	7	24,32
ВНУТРЕННЯЯ_СВЯЗЬ_54	31636489	5	34,5
УРОЛОГИЧ_ОТД_ПОСТ_1_ОПЕРАЦИОН	90095992	19	6,29
УПРАВЛЕНИЕ_МВД_УКРАИНЫ_Г_СЕВАСТОПОЛЯ	17982614	18	15,47
"ЗАО_ПРОИЗВОДСТВЕННЫЙ_КОМПЛЕКС_""ЧАЙКА"""	21639999	5	38,18
"ЦЕНТР_ТВОРЧЕСКИХ_ИНИЦИАТИВ_""МОЛОДОСТЬ"""	18941091	231	70,05
"СП_""ЧЕРНОМОР"""	76414921	26	90,57
"КАФЕ_""ОКЕЙ"""	92213576	25	48,67
"ООО_ПРОИЗВОДСТВЕННО-КОММЕРЧ_ОБЪЕД-Е_""АГАРИКУС"""	92999115	52	14,98
СД_УГПЭС_ВТОРОЙ_ОТДЕЛ	45099017	15	41,37
ОТДЕЛЕНИЕ_СВЯЗИ_3_СЕВАСТОПОЛЬПОЧТА	26750507	31	28,08
ГАРАЖ_ДИСПЕТЧЕР	10447717	111	14,5
КИЕВСКАЯ_9_ЦЕХ_6_НАЧАЛЬНИК	88362734	135	21,85
ЦЕНТРАЛЬНАЯ_ДИСПЕТЧЕРСКАЯ	23181839	7	89,13
В/СКЛАД_2053	75043167	50	24,98
"ГКП_""ЛОТОС"""	20616937	50	90,19
СНАБЖЕНИЕ	53146744	14	73,13
ДЕПАРТАМЕНТ_УЧЕТ_И_ФИНАНСЫ	94499672	38	83,94
ВНУТРЕННЯЯ_СВЯЗЬ_98_КРОС	26460643	58	74,04
ЛАБОРАТОРИЯ_РАДИОСИСТЕМ	86217690	64	75,35
ОТДЕЛ_ИНСТРУМЕНТАЛЬНОГО_ХОЗЯЙСТВА	48307848	32	87,35
ПУЛЬТ_СИГНАЛИЗАЦИИ	16691929	21	17,46
РОДДОМ_1,_1_ЭТАЖ	35771784	79	21,25
ЗАМ_ГЛ_ВРАЧА_ПЛАНОВЫЙ_ОТД	18920111	196	12,02
ВЕРТОЛЕТНЫЙ_ЗАВОД	87832661	62	72,19
ДЕЖУРНЫЙ_ВАХТА	98078240	134	81,93
